INSTNM,CITY,STABBR,ADM_RATE,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,SAT_AVG,UGDS,COSTT4_A
Lehigh Carbon Community College,Schnecksville,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5396,10387
Platt College-Berks Technical Institute,Wyomissing,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,579,NULL
Lehigh University,Bethlehem,PA,0.321,620,690,660,760,NULL,NULL,1380,5164,68383
Levittown Beauty Academy,Levittown,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80,NULL
Lincoln Technical Institute-Allentown,Allentown,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,601,NULL
Lincoln Technical Institute-Philadelphia,Philadelphia,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,347,NULL
Lincoln University,Lincoln University,PA,0.8277,440,510,430,500,NULL,NULL,941,2032,25682
Lock Haven University,Lock Haven,PA,0.9483,460,570,460,560,400,510,1026,2684,24662
UPMC St. Margaret School of Nursing,Pittsburgh,PA,0.6364,NULL,NULL,NULL,NULL,460,550,NULL,128,25691
United Lutheran Seminary,Gettysburg,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Luzerne County Community College,Nanticoke,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4330,12402
Lycoming College,Williamsport,PA,0.623,520,610,520,610,440,540,1126,1124,55487
Manor College,Jenkintown,PA,0.8555,380,480,370,480,NULL,NULL,861,628,24890
Mansfield University of Pennsylvania,Mansfield,PA,0.9606,470,570,450,550,390,510,1019,1564,26898
Marywood University,Scranton,PA,0.7776,500,600,500,590,450,550,1098,1732,47281
Vet Tech Institute,Pittsburgh,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,339,21369
Roxborough Memorial Hospital School of Nursing,Philadelphia,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,158,NULL
Mercyhurst University,Erie,PA,0.8644,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2375,52417
Messiah University,Mechanicsburg,PA,0.7587,560,660,530,650,490,600,1213,2579,48786
ASPIRA City College,Philadelphia,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,16207
Millersville University of Pennsylvania,Millersville,PA,0.7927,490,600,490,570,430,530,1075,6600,28082
Misericordia University,Dallas,PA,0.8578,520,610,530,610,NULL,NULL,1144,1942,46887
Montgomery County Community College,Blue Bell,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8458,12890
Moore College of Art and Design,Philadelphia,PA,0.4699,540,650,510,650,NULL,NULL,1186,387,58821
Moravian College,Bethlehem,PA,0.7518,NULL,NULL,NULL,NULL,430,550,NULL,2014,57959
Mount Aloysius College,Cresson,PA,0.9488,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1093,36247
Muhlenberg College,Allentown,PA,0.6624,580,680,570,660,NULL,NULL,1270,2231,67170
Neumann University,Aston,PA,0.6232,460,550,460,540,390,480,1002,1793,45614
New Castle School of Trades,New Castle,PA,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,582,NULL
Northampton County Area Community College,Bethlehem,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8901,14380
Heritage Valley Kennedy School of Nursing,McKees Rocks,PA,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82,25800
Orleans Technical College,Philadelphia,PA,0.6069,NULL,NULL,NULL,NULL,NULL,NULL,NULL,292,NULL
Salus University,Elkins Park,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pennsylvania Institute of Technology,Media,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,374,20295
Pennsylvania State University-Penn State Erie-Behrend College,Erie,PA,NULL,NULL,NULL,NULL,NULL,440,550,NULL,0,NULL
Pennsylvania State University-Penn State Great Valley,Malvern,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
Pennsylvania State University-College of Medicine,Hershey,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
Pennsylvania State University-Penn State New Kensington,New Kensington,PA,NULL,NULL,NULL,NULL,NULL,410,510,NULL,0,NULL
Pennsylvania State University-Penn State Shenango,Sharon,PA,NULL,NULL,NULL,NULL,NULL,400,500,NULL,0,NULL
Pennsylvania State University-Penn State Wilkes-Barre,Lehman,PA,NULL,NULL,NULL,NULL,NULL,420,520,NULL,0,NULL
Pennsylvania State University-Penn State Scranton,Dunmore,PA,NULL,NULL,NULL,NULL,NULL,410,510,NULL,0,NULL
Pennsylvania State University-Penn State Lehigh Valley,Center Valley,PA,NULL,NULL,NULL,NULL,NULL,420,540,NULL,0,NULL
Pennsylvania State University-Penn State Altoona,Altoona,PA,NULL,NULL,NULL,NULL,NULL,430,530,NULL,0,NULL
Pennsylvania State University-Penn State Beaver,Monaca,PA,NULL,NULL,NULL,NULL,NULL,410,530,NULL,0,NULL
Pennsylvania State University-Penn State Berks,Reading,PA,NULL,NULL,NULL,NULL,NULL,410,520,NULL,0,NULL
Pennsylvania State University-Penn State Harrisburg,Middletown,PA,NULL,NULL,NULL,NULL,NULL,430,550,NULL,0,NULL
Pennsylvania State University-Penn State Brandywine,Media,PA,NULL,NULL,NULL,NULL,NULL,410,510,NULL,0,NULL
Pennsylvania State University-Penn State DuBois,DuBois,PA,NULL,NULL,NULL,NULL,NULL,390,490,NULL,0,NULL
Pennsylvania State University-Penn State Fayette- Eberly,Lemont Furnace,PA,NULL,NULL,NULL,NULL,NULL,370,470,NULL,0,NULL
Pennsylvania State University-Penn State Hazleton,Hazleton,PA,NULL,NULL,NULL,NULL,NULL,390,500,NULL,0,NULL
Pennsylvania State University-Main Campus,University Park,PA,0.7594,540,640,530,670,540,640,1201,74630,33580
Pennsylvania State University-Penn State Greater Allegheny,McKeesport,PA,NULL,NULL,NULL,NULL,NULL,380,510,NULL,0,NULL
Pennsylvania State University-Penn State Mont Alto,Mont Alto,PA,NULL,NULL,NULL,NULL,NULL,410,500,NULL,0,NULL
Pennsylvania State University-Penn State Abington,Abington,PA,NULL,NULL,NULL,NULL,NULL,410,520,NULL,0,NULL
Pennsylvania State University-Penn State Schuylkill,Schuylkill Haven,PA,NULL,NULL,NULL,NULL,NULL,395,500,NULL,0,NULL
Pennsylvania State University-Penn State York,York,PA,NULL,NULL,NULL,NULL,NULL,420,550,NULL,0,NULL
Peirce College,Philadelphia,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1084,18260
Penn Commercial Business/Technical School,Washington,PA,0.7546,NULL,NULL,NULL,NULL,NULL,NULL,NULL,191,20192
Pennco Tech-Bristol,Bristol,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,454,NULL
Pennsylvania Academy of the Fine Arts,Philadelphia,PA,0.8837,NULL,NULL,NULL,NULL,NULL,NULL,NULL,193,59184
Pennsylvania Gunsmith School,Pittsburgh,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,71,NULL
Cortiva Institute-King of Prussia,King of Prussia,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80,NULL
Pennsylvania College of Art and Design,Lancaster,PA,0.4334,NULL,NULL,NULL,NULL,NULL,NULL,NULL,245,35490
University of Pennsylvania,Philadelphia,PA,0.0766,700,760,750,800,690,780,1511,10774,75303
The University of the Arts,Philadelphia,PA,0.7334,NULL,NULL,NULL,NULL,450,580,NULL,1679,65447
Cairn University-Langhorne,Langhorne,PA,0.8278,510,640,490,607,430,550,1120,842,39654
Philadelphia College of Osteopathic Medicine,Philadelphia,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
University of the Sciences,Philadelphia,PA,0.7095,560,640,560,670,510,610,1218,1358,43263
Community College of Philadelphia,Philadelphia,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14944,12446
University of Pittsburgh-Bradford,Bradford,PA,0.7288,490,590,480,570,410,520,1068,1296,27249
University of Pittsburgh-Greensburg,Greensburg,PA,0.8383,510,600,500,590,435,530,1107,1435,26377
University of Pittsburgh-Johnstown,Johnstown,PA,0.7854,510,610,510,610,420,530,1118,2458,26932
University of Pittsburgh-Pittsburgh Campus,Pittsburgh,PA,0.5665,630,700,630,740,570,670,1365,19017,33168
University of Pittsburgh-Titusville,Titusville,PA,0.7241,400,520,400,500,360,448,910,135,26134
Beaver Falls Beauty Academy,Beaver Falls,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,NULL
Pittsburgh Institute of Aeronautics,West Mifflin,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,622,34683
Pittsburgh Institute of Mortuary Science Inc,Pittsburgh,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,205,NULL
Pittsburgh Technical College,Oakdale,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1726,32289
Pittsburgh Theological Seminary,Pittsburgh,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Point Park University,Pittsburgh,PA,0.7311,500,610,480,580,430,550,1097,3062,43994
Joseph F McCloskey School of Nursing,Pottsville,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73,NULL
The Salon Professional Academy-Altoona,Altoona,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,57,NULL
Reading Area Community College,Reading,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3407,14396
Reading Hospital School of Health Sciences,Reading,PA,0.2286,480,580,493,578,385,490,1066,330,21706
Reconstructionist Rabbinical College,Wyncote,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Reformed Presbyterian Theological Seminary,Pittsburgh,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Walnut Hill College,Philadelphia,PA,0.9784,NULL,NULL,NULL,NULL,NULL,NULL,NULL,152,35411
Robert Morris University,Moon Township,PA,0.8445,510,600,510,610,450,550,1126,3735,46974
Rosedale Technical College,Pittsburgh,PA,0.6018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,362,25139
Rosemont College,Rosemont,PA,0.9209,480,570,500,560,390,505,1049,492,35337
Saint Francis University,Loretto,PA,0.7454,520,630,510,620,450,560,1142,1647,52663
Saint Joseph's University,Philadelphia,PA,0.7498,570,650,550,650,NULL,NULL,1217,4679,61227
Saint Vincent College,Latrobe,PA,0.677,520,620,510,620,450,560,1143,1506,49169
Saint Vincent Seminary,Latrobe,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Schuylkill Technology Center,Frackville,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,54,NULL
University of Scranton,Scranton,PA,0.7632,570,650,550,660,NULL,NULL,1226,3675,60978
Seton Hill University,Greensburg,PA,0.757,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1685,48759
UPMC Shadyside School of Nursing,Pittsburgh,PA,0.44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,298,28224
Sharon Regional School of Nursing,Sharon,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,17706
Laurel Technical Institute,Hermitage,PA,0.9186,NULL,NULL,NULL,NULL,NULL,NULL,NULL,159,13873
Shippensburg University of Pennsylvania,Shippensburg,PA,0.9123,470,580,460,570,410,520,1039,5120,27875
Slippery Rock University of Pennsylvania,Slippery Rock,PA,0.7065,500,590,500,580,420,520,1088,7368,24698
Saint Charles Borromeo Seminary-Overbrook,Wynnewood,PA,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,45,40135
South Hills Beauty Academy,Pittsburgh,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,159,NULL
South Hills School of Business & Technology,State College,PA,0.9561,NULL,NULL,NULL,NULL,NULL,NULL,NULL,343,27184
St Lukes Hospital School of Nursing,Bethlehem,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,241,NULL
The Beauty Institute,Stroudsburg,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,39,NULL
Susquehanna University,Selinsgrove,PA,0.7203,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2198,62177
Swarthmore College,Swarthmore,PA,0.0893,680,750,700,790,680,760,1469,1584,71167
Thaddeus Stevens College of Technology,Lancaster,PA,0.8873,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1339,16047
Talmudical Yeshiva of Philadelphia,Philadelphia,PA,0.7547,NULL,NULL,NULL,NULL,NULL,NULL,NULL,130,19600
Temple University,Philadelphia,PA,0.6004,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28308,31958
Theological Seminary of the Reformed Episcopal Church,Blue Bell,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Thiel College,Greenville,PA,0.7937,450,580,440,570,NULL,NULL,1017,694,46641
Thomas Jefferson University,Philadelphia,PA,0.6588,540,630,530,630,NULL,NULL,1171,3600,58295
Fortis Institute-Erie,Erie,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL
Triangle Tech Inc-Pittsburgh,Pittsburgh,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,145,26527
Triangle Tech Inc-Greensburg,Greensburg,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,139,25413
Triangle Tech Inc-Dubois,Falls Creek,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,119,26789
Trinity Episcopal School for Ministry,Ambridge,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ursinus College,Collegeville,PA,0.7909,580,670,570,680,NULL,NULL,1257,1455,67809
University of Valley Forge,Phoenixville,PA,0.6269,NULL,NULL,NULL,NULL,NULL,NULL,NULL,504,35302
Valley Forge Military College,Wayne,PA,NULL,NULL,NULL,NULL,NULL,330,440,NULL,279,47392
Venus Beauty Academy,Sharon Hill,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89,NULL
Villanova University,Villanova,PA,0.2824,650,710,670,760,590,690,1422,6779,70645
Washington Hospital School of Nursing,Washington,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,52,NULL
Washington & Jefferson College,Washington,PA,0.8523,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1246,62184
Waynesburg University,Waynesburg,PA,0.9251,480,590,470,560,420,520,1053,1270,36042
Welder Training and Testing Institute,Allentown,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73,NULL
West Chester University of Pennsylvania,West Chester,PA,0.7532,520,610,510,600,470,570,1123,14340,25919
Western Pennsylvania Hospital School of Nursing,Pittsburgh,PA,0.7222,NULL,NULL,NULL,NULL,NULL,NULL,NULL,143,20398
Pittsburgh Career Institute,Pittsburgh,PA,0.9048,NULL,NULL,NULL,NULL,NULL,NULL,NULL,66,35947
Westminster College,New Wilmington,PA,0.6653,490,595,480,590,440,560,1097,1119,49098
Westminster Theological Seminary,Glenside,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Westmoreland County Community College,Youngwood,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3253,10593
Widener University,Chester,PA,0.719,520,600,520,610,NULL,NULL,1127,3054,61834
Wilkes University,Wilkes-Barre,PA,0.7862,510,608,510,610,440,550,1123,2233,52824
Williamson College of the Trades,Media,PA,0.3238,NULL,NULL,NULL,NULL,NULL,NULL,NULL,246,33442
Wilson College,Chambersburg,PA,0.928,470,610,440,580,400,500,1055,827,36666
Yeshivath Beth Moshe,Scranton,PA,0.8571,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40,17100
York College of Pennsylvania,York,PA,0.6896,500,600,500,610,450,550,1107,3939,31858
YTI Career Institute-York,York,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,873,NULL
Brown University,Providence,RI,0.0707,700,770,740,800,690,780,1511,6834,73892
Bryant University,Smithfield,RI,0.7099,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3232,61499
Johnson & Wales University-Providence,Providence,RI,0.9272,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6033,49107
New England Institute of Technology,East Greenwich,RI,0.632,480,580,480,580,NULL,NULL,1059,2326,42927
New England Tractor Trailer Training School of Rhode Island,Pawtucket,RI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,478,NULL
Providence College,Providence,RI,0.4746,610,670,600,680,NULL,NULL,1298,4046,67065
Rhode Island College,Providence,RI,0.7839,450,550,430,530,400,500,980,6293,16982
Community College of Rhode Island,Warwick,RI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13826,11216
University of Rhode Island,Kingston,RI,0.7477,530,620,520,620,470,570,1156,13677,29865
Rhode Island School of Design,Providence,RI,0.2576,610,700,620,770,580,690,1349,2009,70323
Roger Williams University,Bristol,RI,0.8535,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4358,53679
Salve Regina University,Newport,RI,0.7378,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2140,59263
Empire Beauty School-Warwick,Providence,RI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,69,NULL
Northpoint Bible College,Haverhill,MA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,284,28942
Aiken Technical College,Graniteville,SC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2095,10056
Allen University,Columbia,SC,0.5327,NULL,NULL,NULL,NULL,NULL,NULL,NULL,753,24359
Anderson University,Anderson,SC,0.6873,450,620,410,590,470,590,1087,2676,42907
Charleston Southern University,Charleston,SC,0.4965,520,620,500,580,NULL,NULL,1165,2757,38741
Technical College of the Lowcountry,Beaufort,SC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1864,14473
Benedict College,Columbia,SC,0.7677,420,520,400,510,NULL,NULL,933,2034,27927
Bob Jones University,Greenville,SC,NULL,NULL,NULL,NULL,NULL,433,570,NULL,2415,26651
Southern Wesleyan University,Central,SC,0.3503,468,560,480,593,NULL,NULL,1050,1080,36048
Charleston Cosmetology Institute,Charleston,SC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,154,NULL
College of Charleston,Charleston,SC,0.7833,550,640,530,620,NULL,NULL,1191,9287,29576
Charzanne Beauty College,Greenwood,SC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50,NULL
Northeastern Technical College,Cheraw,SC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,984,12065
Citadel Military College of South Carolina,Charleston,SC,0.7473,530,620,520,610,450,540,1138,2908,29663
Claflin University,Orangeburg,SC,0.552,430,530,400,520,NULL,NULL,942,1946,33191
Clemson University,Clemson,SC,0.5126,620,690,610,710,NULL,NULL,1334,20074,31158
Clinton College,Rock Hill,SC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,190,21176
Coker University,Hartsville,SC,0.6329,470,630,430,600,NULL,NULL,1101,974,41619
Columbia International University,Columbia,SC,0.4792,480,580,450,560,460,570,1056,712,36104
Columbia College,Columbia,SC,0.9657,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1099,32483
Converse College,Spartanburg,SC,0.8934,500,610,500,620,NULL,NULL,1099,808,31461
Denmark Technical College,Denmark,SC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,277,19272
Erskine College,Due West,SC,0.6965,470,570,460,550,420,530,1027,784,53000
Florence-Darlington Technical College,Florence,SC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3170,10416
Forrest College,Anderson,SC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,26066
Francis Marion University,Florence,SC,0.6804,460,570,440,540,NULL,NULL,1002,3104,22102
Furman University,Greenville,SC,0.5681,630,710,610,710,NULL,NULL,1356,2671,65231
Greenville Technical College,Greenville,SC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9165,13822
Horry-Georgetown Technical College,Conway,SC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5864,12556
Kenneth Shuler School of Cosmetology-North Augusta,North Augusta,SC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,131,NULL
Kenneth Shuler School of Cosmetology and Nails-Columbia,Columbia,SC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,142,NULL
Lander University,Greenwood,SC,0.4316,480,580,460,550,390,493,1040,3038,24194
Limestone University,Gaffney,SC,0.5091,490,580,480,580,NULL,NULL,1073,2116,40695
Medical University of South Carolina,Charleston,SC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,325,NULL
Midlands Technical College,West Columbia,SC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8474,12196
Morris College,Sumter,SC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,595,25845
Newberry College,Newberry,SC,0.6275,440,560,430,540,NULL,NULL,992,1262,40887
North Greenville University,Tigerville,SC,0.6282,420,610,450,630,450,660,1122,1840,36044
Orangeburg Calhoun Technical College,Orangeburg,SC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1657,14011
Piedmont Technical College,Greenwood,SC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3979,17098
Presbyterian College,Clinton,SC,0.7548,500,620,500,610,430,570,1124,1026,52679
University of South Carolina Aiken,Aiken,SC,0.5575,490,590,470,550,NULL,NULL,1050,2960,22683
University of South Carolina Beaufort,Bluffton,SC,0.6276,470,570,460,530,NULL,NULL,1023,2008,24033
University of South Carolina-Columbia,Columbia,SC,0.6865,600,680,580,690,NULL,NULL,1289,27066,28059
University of South Carolina-Lancaster,Lancaster,SC,0.821,460,560,450,540,NULL,NULL,988,776,16415
University of South Carolina-Salkehatchie,Allendale,SC,0.7323,420,530,390,500,NULL,NULL,901,564,20676
University of South Carolina-Sumter,Sumter,SC,0.8203,470,570,450,540,NULL,NULL,987,671,17551
University of South Carolina-Union,Union,SC,0.917,400,480,365,490,NULL,NULL,877,296,19938
Coastal Carolina University,Conway,SC,0.6887,510,590,500,580,NULL,NULL,1097,9321,24325
South Carolina State University,Orangeburg,SC,0.6644,420,500,420,490,NULL,NULL,912,2122,30052
University of South Carolina-Upstate,Spartanburg,SC,0.5813,470,570,450,540,400,500,1023,5239,24227
Sherman College of Chiropractic,Spartanburg,SC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Spartanburg Methodist College,Spartanburg,SC,0.611,418,520,400,500,360,440,933,932,29086
Spartanburg Community College,Spartanburg,SC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3649,13086
Central Carolina Technical College,Sumter,SC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2682,12007
Sumter Beauty College,Sumter,SC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30,NULL
Tri-County Technical College,Pendleton,SC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5288,15806
Trident Technical College,Charleston,SC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9463,10851
Voorhees College,Denmark,SC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,510,26262
Williamsburg Technical College,Kingstree,SC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,427,15665
Winthrop University,Rock Hill,SC,0.6878,490,600,460,560,NULL,NULL,1067,4444,28673
Wofford College,Spartanburg,SC,0.5983,600,680,590,670,520,620,1290,1719,59862
York Technical College,Rock Hill,SC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3853,14278
Augustana University,Sioux Falls,SD,0.6691,550,660,540,700,NULL,NULL,1248,1765,46888
The Salon Professional Academy,Rapid City,SD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,57,NULL
Black Hills State University,Spearfish,SD,0.8394,490,590,480,580,425,528,1083,2416,20033
Dakota State University,Madison,SD,0.774,500,640,505,630,NULL,NULL,1122,2067,21799
Dakota Wesleyan University,Mitchell,SD,0.667,450,590,440,560,368,502,1092,719,37701
Headlines Academy Inc,Rapid City,SD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80,NULL
Lake Area Technical College,Watertown,SD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1816,15926
Avera McKennan Hospital School of Radiologic Technology,Sioux Falls,SD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24,NULL
Mitchell Technical College,Mitchell,SD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,977,15647
Mount Marty University,Yankton,SD,0.7161,410,540,400,510,NULL,NULL,1072,601,40495
National American University-Rapid City,Rapid City,SD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1434,22743
Sioux Falls Seminary,Sioux Falls,SD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Northern State University,Aberdeen,SD,0.8446,470,570,510,620,NULL,NULL,1118,1383,20360
